"Date: 2023-04-01+0000"
"Version: 7.1"
"Status: 
0 Normal
1 Completed
2 Archived"
"Folder Name","List Name","Title","Kind","Tags","Content","Is Check list","Start Date","Due Date","Reminder","Repeat","Priority","Status","Created Time","Completed Time","Order","Timezone","Is All Day","Is Floating","Column Name","Column Order","View Mode","taskId","parentId"
"","日记","03月31日 周五 晴 苏黎世","NOTE","","今天是轻松的一天。
上午：早上起晚了，但是还是老实的吃了早饭。到学校才知道Kiven昨晚一直做到凌晨四点，教室里已经有了我们设计的上半部分，上午我的第一个工作就是用热风枪把两部分粘在一起。之后我决定继续打印，又打印了一个质量极高的下半部柱体。之后Ramon过来，我们交谈了很多，同时教他 我们使用的算法。 
午餐：餐盒好吃，吃完休息了一下，醒来发现Kiven已经出现在了我身后。
下午：下午我们小组有简短的讨论，但基本上都在做自己的事，并且准备desk critic。两点多看到Yael和两位老师过来desk critic，我主动要求第二个评，因为能让他们见证到打印的极限。一边评一边打，老师也是很惊讶我们的成果，大多数评价都是表扬和鼓励。我在讲述的时候也特别提到我们的团队合作，每个人 都有相应的贡献——也是间接表彰了Kiven，即为Yael对他的印象正名，又让他本人体会到关怀。结束后我们都很满意也很开心，我主动提出我们一起转一转放松下，之后我们的生产力也并不高。在此期间我完成了个人网站里日记页面的更新，还有移动端的显示、标题显示效果等内容还未完成。
下午：3点之前还是在准备，我们已经深化到各自在准备自己的讲稿和提词，并且在练习阶段了。虽然Nijat还有一些没来得及做完，但完全在可控阶段，而且他之前都在做视频，情有可原。相比其他组还没到齐并且没有什么斗志的情况，我们真的好到不止一点两点。
三点，我们正式开始展示。此时我已经全部准备好，但还是十分紧张。
幸运的是，第一个展示的并不是我们，我们有时间在台下适应和整理；不幸的是，第一个展示的并不是我们，有些包括ioanna在内的听众并没有坚持到最后。但是第一个展示的Chenming组内容并不充沛，而且有明显的组内斗争痕迹。Yuki一脸严肃，Yael拿着手机跟给Ahmad会议连线给他看，Etienne一发言我就知道节奏又要失去控制，最后以超时结束。
然而之后Eleni组的内容也比较一般，Adam慢慢悠悠的也浪费了时间，Brian的AR也是添油加醋罢了。
到我们上场的时候，所有人都斗志昂扬，互相打气，整个过程行云流水而且十分有组织，尤其是Carl幽默的演讲方式，更是画龙点睛。在我上场的时候，不仅稳定发挥之前的讲稿，还临时提到Adam在他们的presentation说到的问题，并且在对比之下给出了更好的解决方案。很明显，我们的成果远远好于其他组，评委整个过程中最主要的评价也是：“you guys really had fun”。
展示之后，评委们给出了一系列问题，其中第一个问题属实是我没有意料到：日本评委说我们的pattern真的十分精确，并且在掌控之内，但是为什么不就让他随机呢？我的回答除了结构的稳定性，在设计层面其实有点结巴，但是整体也算是回答上了。而之后Ramon, Carl等人关于其他问题的回答则堪称完美。
这次也是罕见的看到评委们即使在超时的情况下还争相拿话筒发表意见，而且大多是对我们工作的肯定。结束后我们所有人抱在一起，Matthias也来和我们碰拳。

晚餐：展示过后的apero应该算是今天的晚餐了，这是一次格外高规格的apero，有培根有面包还有很多类型的吐司。我一到apero桌前就看到Yael迎面恭喜我们，而我满嘴面包还来不及反应。

晚上：apero没有多久，就被请到楼上看纪录片。将近两个小时的时间，全程我们都在看与建筑毫不相关的垃圾处理视频，甚至算不上典型。倒是大家喝着酒吃着薯片，后面还有不少同学眯着睡觉，都很可爱。看完又是apero，跟一些人都聊了聊，包括一些interpreted building system同学。
之后大家说去一家性价比极高的斯里兰卡餐厅，的确价格公道到我觉得在苏黎世都不合理。点了个3CHF的小点心，大家都愉快的聊了聊。之后大家一致认同回家好好休息，同时准备明天去Basel的Rhino会议。愿 ：明天不迟到！goodnight！
![image](6413acf8677822acdbd4786f/1679011064684.jpg)
","N","","","","","0","0","2023-03-16T18:41:07+0000","","-45904610459664","Europe/Zurich","false","false",,,"list","16",""
"","日记","03月15日 周三 晴 苏黎世","NOTE","","今天是努力工作，团队协作，深有感触的一天。
上午：因为昨晚休息得很好，今天起床按时，并且精力充沛的去学校。尤其今天是难得的大晴天，路上已经被太阳充了电。
因为昨晚Lihin拍照吓我们墙塌了，今天我也捉弄大家，把上一次塌的照片翻出来谎称这一次的塌了。没想到大家此时都还没到学校，而且真的吓到里Carl准备马上来学校，Lihin从床上爬起来，正在准备从家拿花过来当配景issue心碎。真是由于大家都对这个作品倾注了很多心血，很在乎，才以至于被我愚弄利用。这个组里用心的人，远不止我一个。
上午我埋头做PPT，整体进度还是可观的，也没有逻辑上的大塞车。只是时间实在太短，紧迫下难以精雕细琢。

午餐：餐盒好吃，被孙启明请到太阳下吃饭，简短聊了两句。吃完趴了一下，之后还闷了一口咖啡，所以下午十分精神。

下午：继续做PPT，期间因为阳光好而下楼看了看墙体，我们自己都觉得很美。

晚餐：餐盒好吃，吃完后大家因为心里知道会待很晚，准备定披萨。我看到大家都点，也是心里一紧，但心想这是final前夜，大家昂首前进的夜晚，破费也无所谓了。没想到刚要下单，楼上送来很多免费的迷你汉堡、面包和蛋糕，大家都吃得很开心。

晚上：继续做事，效率不错，也是我罕见的在蓝牙音乐下能正常工作——因为这种“扶摇可接，苦中作乐”的工作方式的确把我们的心带在了一起，大家一起加班也就不觉得那么累了。
做到很累的时候，去教室里跟Chenming, Jerry还有Kiven聊起了他们那天弹劾Ahmad的事情，没想到具体情况远远偏离我所想到的：原以为无非就是Ahmad不断狡辩，Yael和Petrus相不相信而已。没想到事实是不知为何Yuki也被他们得罪，全程指责他们而不提Ahmad，导致Yael都被误导。听到这个我整个人都有点崩溃：虽然早就见识到Yuki极其任性，不讲道理而且野蛮，令我早就敬而远之，但这也只能是归类为女生的“坏脾气”，怎么样也都算是“老乡”，有相同的出发点和观念。没想到她确实是一位“内奸”，极其不分青红皂白的发泄自己的不满，这已经是人品问题了。听到这里我义愤填膺，Etienne, Ahmad和Yuki已经是我的交友黑名单。
然而Yael和Petrus想大事化小的心情我极其理解，但不看清事实，不打压学术不正是不对的。
说到这里更加感激现在的小组大家各有长处，各有贡献—— carpenter Lihin, tall designer Ramon, code labour Zac, super mechanic Carl, crack expert Nijat, parametric master Joe, prototype queen issue ,spiritual leader Su. 这是一个完美的团队。
今天是Chat GBT 4发行第一天，也是小组合作倒数第二天。Ai不胜人，从此chat GBT永远联系impact printing小组。愿 ：明天pre加油！！goodnight！
![image](64125bba677822acdbd476fd/1678924729901.jpg)
","N","","","","","0","0","2023-03-15T22:24:36+0000","","-45629732552720","Europe/Zurich","false","false",,,"list","17",""
"","日记","03月14日 周二 小雨转晴 苏黎世","NOTE","","今天是辛苦做事，终于完事，心里跟Gantry说拜拜的一天。
上午：9点到学校，只有Carl在那里，草草啃个面包当早餐，然后下楼准备建造。老一套，一切都很顺利，而且极为高效，上午十点就开始建造，650个点上午完成了一半多。

午餐：一点才吃饭，餐盒好吃，吃完没有睡觉的地方，也是担心马上就要建造完毕，喝口咖啡就下去了。睡得少，觉得gantry都在晃。

下午：下午两点多，已经基本就要完成。gantry的高度被我调了一次又一次直至极限，最终Ananya不建议我们继续挑战高度，遂按原设计停止。我们也造就了最长、最高、镂空最多的墙体，而且pattern的表现极其清晰良好，顶部完成面平整稳固，所有人都很开心，都很激动。今天本来想针对Nijat，但看他还算主动，今天作罢，不过混合材料的MVP是两位女生，最后还浪费了一整桶，实在唏嘘。
建造完毕我已经整个头发晕，去coop买了瓶红牛，准备继续工作。讨论presentation内容、和Petrus碰面。

晚餐：餐盒好吃，吃得很饱。

晚上：吃饭的时候Lihin问我关于Sttugart申请面试的经验，同时问到我怎么想下一次的分组，我说我也不知道，但有两人已经在我的黑名单，他说他知道我谈论的是哪两位。他也很担心跟这两位一组，但也说很有可能下次分组将会是完全随机分组。同时我说：感谢所有团队成员容忍我。他回答他也很感谢，还说'look at Nijat'。 无论如何，我们这个组是超级棒的。
吃完饭我就去HIL机房自习，还没做什么，杨锦涛就来问问题，一直问到将近十点我才回家。到家休息洗澡，准备睡觉。愿 ：presentation顺利！goodnight！
![image](641105b951f822ac047f4324/1678837177439.jpg)
","N","","","","","0","0","2023-03-14T18:36:08+0000","","-45354854645776","Europe/Zurich","false","false",,,"list","18",""
"","日记","03月13日 周一 小雨转晴 苏黎世","NOTE","","今天是累但也算高效，对Nijat十分不满的一天。
上午：没有按时起床，但也在9点前到了学校。一切当然是自己来，第一个去混合了材料。上午没什么特殊的，就是一直建造，只是对老是消失、从不知道他在做什么而且体力活都不主动的Nijat颇为不爽。因为我的误操作导致耽误了十几分钟时间，今天我的失误有几处，但都是技术性失误，主要是要考虑的事情太多了。很多人甚至都不懂我的错在哪，蒙在鼓里。
上午Aurèle还特地来找我讨论compas作业的事，我还打算早点吃午饭，同时提交我们的compas作业。

午餐：餐盒不错，一边吃一边提交compas作业。灵机一动的改代码使得事半功倍。吃完饭没有睡觉，而是喝杯咖啡就继续了。

下午：继续建造，加上早上的，已经混合了三次材料，整个人累的不行，一身也脏的很。碰见ioanna，她说很期待我们的成果，我只打趣说希望它别塌了吧。
为了能够继续建造，我不仅放弃了上午的advanced computational design课，还放弃了compas的课。Carl搬了一块大屏幕，我一边看着我们的建造一边看屏幕的远程会议，坐在那里一身邋遢简直如一位看新闻联播的中国民工。
比较有趣的是Nijat这个人：我要他不要踏在end effector上而是用标准的方法上脚手架，他偏不听，我说你是个成年人了，大家都不让你做的事你应该要知道不能做，他说只有我不让他做，我大声问谁也反对这样？Ramon说Nijat不应该这样，我只觉得这个孩子很幼稚。

晚餐：餐盒好吃吃饱继续工作。

晚上：各种问题挨个解决，晚上继续建造，但是停在了大约九点。我一开始以为是什么硬件坏了，迅速停止但是理智解决，最终定位到问题是压缩气体没有了，只能等明天，无奈浪费了两大桶材料。
回家我还做了4个饭盒，洗澡睡觉。愿 ：明天完成建造！goodnight！
![image](640fba3a51f822ac9ed2d8b1/1678752314421.jpg)
","N","","","","","0","0","2023-03-13T23:32:10+0000","","-45079976738832","Europe/Zurich","false","false",,,"list","19",""
"","日记","03月12日 周日 小雨转晴 苏黎世","NOTE","","今天是做shell的一天。
上午：起来还是有点晚了，吃个早饭就淋雨去学校。到学校可不走运，gym门口有人守着，想去锻炼进不去，那一刻的确觉得自己运气不好。找到了physics楼的一个餐桌上工作了一个多小时，shell的大致形状做了出来。十一点多去gym。
配速12跑完6km，准确无误的30分钟，每次速度都有突破。跑完步还做了一套背部，拉伸完就去洗澡。这次锻炼属于是爽到了。

午餐：去HIL热了餐盒，味道很好吃，一边跟小陈视频一边吃饱。还睡了一觉。

下午：继续做shell，因为做得比较艰难，以至于要一边看金正恩的纪录片才能一边做下去…犀牛开开关关很多次，电脑也重启过一两次，RV在rhino软件层面上运行真是鸡肋。

晚餐：热了餐盒，好吃。

晚上：继续做shell，十点多完成并且提交了。
坐车回家，翻开学联发的百草味吃了就停不下来，盐焗鸡腿和葡萄干果然是国内的味道，心想在国内只有过年才会吃到葡萄干。刷牙睡觉。愿 ：明天顺利！goodnight！
![image](640e6495677822ac0470f01d/1678664852947.jpg)
","N","","","","","0","0","2023-03-12T23:40:07+0000","","-44805098831888","Europe/Zurich","false","false",,,"list","20",""
"","日记","03月11日 周六 大雪转阴 苏黎世","NOTE","","今天是天气奇怪，学习逐渐进入状态的一天。
上午：起床困难，踩点起来顶着鹅毛大雪去UZH主校拿学联的大礼包，是大大的一袋。我在学联就没做过事但得了不少好处，都不好意思了。
路上顺便在denner买了不少蔬菜，路边还看到一位给小朋友卖艺的老奶奶。

午餐：做了一道辣椒炒肉，一道蚝油生菜，都好吃得不行，并且餐盒都填满了。一边跟小陈视频一边吃饱了，并且睡了一觉。

下午：两点动身去学校，此时已经不是雪而是雨了。到学校学习起来。下午还是效率不高的，可能是好几天没碰电脑了，磨磨蹭蹭，五点多才完成compas的作业。

晚餐：热的餐盒很好吃。

晚上：继续做事，过程中还碰到了李菲，简短聊了两句。晚上在做RV的作业，做完离开的时候电脑死机了，等车的时候发现后背热流涌上，才知道包里的电脑因为死机在疯狂运转，热死透过背包和大衣传到我身上，上车后关了电脑这才放心。回家躺平了好久，一点准备睡觉。愿 ：明天完成RV作业！goodnight！
